"CLIENTNUM","Target","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Trans_Amt","Total_Trans_Ct","Avg_Utilization_Ratio","Flag_Muestra"
"712979133","1","55","M","4","High School","Married","$80K - $120K","Blue","41","2","2","2","27560.0","900","26660.0","646","10","0.033","1"
"712982808","1","47","M","2","Doctorate","Divorced","$80K - $120K","Blue","32","1","3","3","1438.3","0","1438.3","2388","42","0.0","0"
"712986483","0","32","M","3","College","Unknown","$80K - $120K","Blue","36","3","5","2","15412.0","0","15412.0","3993","73","0.0","1"
"712988958","0","42","M","4","Graduate","Single","$60K - $80K","Blue","33","5","2","0","2021.0","1731","290.0","3253","62","0.857","1"
"712993008","0","58","F","1","Unknown","Single","Less than $40K","Blue","48","4","3","1","3819.0","1882","1937.0","4533","68","0.493","1"
"712998033","1","37","M","3","High School","Single","$120K +","Blue","36","3","2","2","7361.0","0","7361.0","2109","44","0.0","1"
"713000058","0","51","F","3","Graduate","Married","$40K - $60K","Silver","44","4","2","3","16406.0","0","16406.0","4075","75","0.0","1"
"713003358","1","40","M","3","Graduate","Single","$80K - $120K","Blue","30","2","2","2","29338.0","159","29179.0","4983","40","0.005","0"
"713004933","1","40","M","3","High School","Married","$60K - $80K","Blue","27","3","2","1","6813.0","2332","4481.0","2634","51","0.342","1"
"713008308","0","59","F","0","Unknown","Married","Less than $40K","Blue","47","5","3","2","7692.0","1678","6014.0","1861","42","0.218","1"
"713009208","0","54","F","3","Graduate","Single","Less than $40K","Blue","44","3","2","3","2077.0","1634","443.0","4292","66","0.787","1"
"713011683","1","37","F","3","College","Married","Unknown","Blue","24","4","2","4","11239.0","0","11239.0","2055","43","0.0","1"
"713019783","0","41","F","3","High School","Married","$40K - $60K","Blue","35","3","3","3","2644.0","1794","850.0","4081","72","0.679","1"
"713021208","1","55","F","2","College","Single","Unknown","Silver","36","2","3","3","34516.0","0","34516.0","1353","40","0.0","1"
"713025558","1","53","F","5","Doctorate","Single","Less than $40K","Blue","38","3","2","3","1438.3","0","1438.3","1935","47","0.0","1"
"713027058","1","46","F","4","Doctorate","Single","Less than $40K","Blue","36","2","2","3","2292.0","0","2292.0","2595","31","0.0","1"
"713039808","0","45","M","4","College","Married","Less than $40K","Blue","32","3","2","1","6637.0","0","6637.0","1801","48","0.0","1"
"713041683","1","55","M","2","Graduate","Married","$120K +","Blue","36","3","2","4","4697.0","0","4697.0","1867","34","0.0","1"
"713047608","1","40","F","2","College","Unknown","Less than $40K","Blue","36","6","1","3","2387.0","2013","374.0","2134","41","0.843","1"
"713053383","1","42","M","3","Graduate","Married","$80K - $120K","Blue","36","1","1","3","34516.0","781","33735.0","853","12","0.023","0"
"713058858","1","54","F","2","Graduate","Unknown","Less than $40K","Blue","46","5","3","2","1695.0","913","782.0","2130","48","0.539","1"
"713061558","0","44","M","2","Graduate","Married","$40K - $60K","Blue","36","3","1","2","4010.0","1247","2763.0","1088","24","0.311","1"
"713084208","1","43","M","4","College","Married","$40K - $60K","Blue","32","6","3","3","4373.0","0","4373.0","2397","46","0.0","1"
"713096583","1","40","F","1","High School","Single","Less than $40K","Blue","36","4","3","2","1438.3","544","894.3","2294","40","0.378","1"
"713104458","1","46","M","2","Graduate","Single","$40K - $60K","Blue","31","3","3","5","7869.0","0","7869.0","998","25","0.0","0"
"713108433","0","53","M","3","College","Married","$80K - $120K","Blue","40","4","4","4","6052.0","1720","4332.0","1476","37","0.284","0"
"713114133","1","42","F","2","Uneducated","Single","Less than $40K","Blue","23","4","2","3","1443.0","0","1443.0","2092","38","0.0","1"
"713115483","1","44","F","3","Uneducated","Married","Less than $40K","Blue","36","6","3","3","1684.0","0","1684.0","2275","45","0.0","0"
"713120433","0","55","F","2","High School","Married","$40K - $60K","Blue","42","2","2","3","5431.0","2007","3424.0","4569","82","0.37","1"
"713131158","1","58","M","2","Uneducated","Single","$80K - $120K","Blue","46","1","3","1","10286.0","0","10286.0","8199","59","0.0","1"
"713132133","0","54","F","1","Unknown","Married","Less than $40K","Blue","39","3","2","4","2720.0","1694","1026.0","5103","81","0.623","1"
"713137233","0","41","M","2","High School","Single","$80K - $120K","Blue","28","4","3","0","27756.0","1789","25967.0","994","24","0.064","0"
"713144208","1","51","F","0","High School","Married","Unknown","Blue","42","1","4","4","9989.0","568","9421.0","2053","49","0.057","0"
"713152383","0","40","F","3","Uneducated","Married","Less than $40K","Blue","27","1","1","1","2840.0","2517","323.0","4405","82","0.886","0"
"713153733","1","49","F","2","Graduate","Unknown","Less than $40K","Blue","29","6","3","3","2520.0","1473","1047.0","2061","36","0.585","1"
"713158083","1","56","M","2","High School","Single","$120K +","Blue","46","2","4","4","7327.0","0","7327.0","2185","41","0.0","0"
"713162358","0","49","F","4","Unknown","Single","$40K - $60K","Blue","36","4","3","2","9595.0","509","9086.0","4050","72","0.053","1"
"713163258","1","38","F","2","Unknown","Married","Unknown","Blue","33","4","3","3","3388.0","0","3388.0","1959","52","0.0","1"
"713167383","0","57","F","3","High School","Single","Less than $40K","Blue","46","1","2","2","2298.0","1540","758.0","5154","81","0.67","1"
"713182458","0","53","M","4","High School","Married","$80K - $120K","Blue","43","3","1","2","16692.0","2446","14246.0","1288","29","0.147","1"
"713186058","1","42","F","3","Unknown","Married","$40K - $60K","Blue","36","4","2","3","1438.3","0","1438.3","2191","51","0.0","1"
"713188383","0","54","F","1","College","Married","Less than $40K","Blue","36","4","2","4","3084.0","2517","567.0","1446","22","0.816","1"
"713195808","0","37","F","3","High School","Married","Unknown","Blue","36","6","3","4","11948.0","1281","10667.0","2792","51","0.107","1"
"713206683","1","40","M","4","Graduate","Single","$80K - $120K","Silver","22","3","1","3","34516.0","0","34516.0","1028","26","0.0","1"
"713214558","0","52","M","2","Graduate","Married","$60K - $80K","Blue","41","4","3","3","2628.0","2195","433.0","3608","68","0.835","1"
"713216883","0","64","F","0","Unknown","Married","Less than $40K","Blue","55","4","3","4","3500.0","1904","1596.0","2003","41","0.544","1"
"713217858","0","38","F","2","Uneducated","Single","Less than $40K","Blue","32","5","3","3","2264.0","0","2264.0","1204","28","0.0","1"
"713229633","1","45","F","0","Unknown","Married","$40K - $60K","Blue","30","3","2","4","2759.0","0","2759.0","2061","47","0.0","0"
"713233908","0","33","M","2","Graduate","Divorced","$60K - $80K","Blue","21","5","3","3","20791.0","0","20791.0","2883","93","0.0","0"
"713239308","0","43","F","2","High School","Married","Unknown","Blue","36","2","3","3","2679.0","1694","985.0","4640","85","0.632","0"
"713240133","0","42","F","3","High School","Married","Less than $40K","Blue","36","4","3","1","9351.0","1482","7869.0","5099","60","0.158","1"
"713241033","0","34","M","0","Graduate","Married","$60K - $80K","Blue","26","4","3","3","5175.0","977","4198.0","2405","49","0.189","1"
"713242383","1","39","M","2","Uneducated","Married","$120K +","Silver","19","2","1","2","34516.0","796","33720.0","7721","75","0.023","1"
"713251008","0","43","F","2","Uneducated","Married","Unknown","Blue","38","6","3","1","2960.0","1853","1107.0","3921","63","0.626","1"
"713253858","1","50","F","1","College","Married","Unknown","Blue","37","2","2","3","1461.0","0","1461.0","2176","40","0.0","1"
"713259858","1","26","M","0","High School","Single","$40K - $60K","Blue","15","3","1","3","3324.0","0","3324.0","982","22","0.0","1"
"713261133","1","38","M","4","Graduate","Unknown","$60K - $80K","Blue","22","5","2","3","8632.0","0","8632.0","2221","40","0.0","1"
"713267133","0","41","F","5","Post-Graduate","Married","Less than $40K","Blue","33","3","1","2","6519.0","851","5668.0","3088","65","0.131","1"
"713269533","1","42","M","2","College","Single","$80K - $120K","Blue","36","1","3","1","9959.0","2517","7442.0","8847","85","0.253","1"
"713274183","0","45","F","1","Graduate","Single","Less than $40K","Blue","35","1","1","3","4977.0","1411","3566.0","4182","85","0.284","1"
"713276733","0","45","F","4","Graduate","Single","Less than $40K","Blue","36","3","1","3","3562.0","2107","1455.0","4490","90","0.592","1"
"713281833","1","37","M","3","Unknown","Single","$40K - $60K","Blue","29","6","2","3","13589.0","2517","11072.0","9456","79","0.185","1"
"713283933","1","42","M","2","Uneducated","Married","$40K - $60K","Blue","30","1","3","3","3032.0","0","3032.0","2273","44","0.0","1"
"713301633","0","57","F","3","Doctorate","Single","Unknown","Blue","36","5","1","1","1678.0","1162","516.0","4402","87","0.692","0"
"713312208","1","53","M","1","High School","Married","$40K - $60K","Blue","43","1","2","3","3146.0","0","3146.0","1868","38","0.0","1"
"713314533","1","40","M","2","Unknown","Single","$60K - $80K","Blue","27","6","2","3","12283.0","0","12283.0","1993","41","0.0","0"
"713316558","0","41","M","4","High School","Married","$60K - $80K","Blue","29","3","2","2","4573.0","0","4573.0","3776","70","0.0","1"
"713318733","1","32","M","0","College","Single","$60K - $80K","Blue","24","3","2","3","4097.0","0","4097.0","8376","64","0.0","1"
"713331408","0","35","M","3","Uneducated","Married","$40K - $60K","Blue","36","6","2","5","8682.0","1647","7035.0","1792","36","0.19","0"
"713333433","1","49","M","3","Uneducated","Unknown","$60K - $80K","Blue","41","3","4","4","18075.0","0","18075.0","1477","30","0.0","0"
"713334483","1","46","M","1","Post-Graduate","Single","$60K - $80K","Blue","32","5","2","3","8766.0","0","8766.0","2263","35","0.0","1"
"713336883","1","61","F","0","High School","Single","Less than $40K","Blue","36","4","3","4","1760.0","0","1760.0","2285","46","0.0","1"
"713345508","0","43","F","2","High School","Single","Less than $40K","Blue","36","4","3","2","2325.0","1662","663.0","4471","83","0.715","1"
"713347608","1","54","F","2","Post-Graduate","Single","Less than $40K","Blue","43","2","3","2","4917.0","0","4917.0","9442","69","0.0","1"
"713348433","0","42","F","3","High School","Single","$40K - $60K","Blue","29","6","3","2","1545.0","751","794.0","4477","62","0.486","1"
"713367858","0","47","M","3","Unknown","Single","$40K - $60K","Blue","36","2","2","2","2479.0","1748","731.0","8042","85","0.705","1"
"713370033","1","53","F","0","Graduate","Single","Less than $40K","Blue","40","4","1","4","1438.3","0","1438.3","2014","53","0.0","0"
"713373708","1","54","F","3","Unknown","Single","Less than $40K","Blue","36","2","3","3","1857.0","0","1857.0","2464","57","0.0","1"
"713374533","0","52","F","1","Unknown","Single","$40K - $60K","Blue","43","4","2","2","1981.0","1082","899.0","3913","90","0.546","1"
"713378133","0","54","F","0","Post-Graduate","Single","Less than $40K","Silver","39","6","2","3","11696.0","2288","9408.0","2445","60","0.196","1"
"713381433","1","38","F","1","High School","Married","Less than $40K","Blue","28","3","3","3","4196.0","731","3465.0","1868","30","0.174","0"
"713382558","0","57","F","3","College","Single","Less than $40K","Blue","42","1","1","2","2063.0","953","1110.0","4304","81","0.462","1"
"713388108","1","62","F","0","High School","Unknown","Less than $40K","Blue","51","4","2","3","5210.0","0","5210.0","2162","36","0.0","1"
"713389233","0","49","F","3","High School","Single","Unknown","Silver","36","3","2","2","31631.0","0","31631.0","3418","58","0.0","1"
"713390433","1","44","M","3","Graduate","Unknown","$60K - $80K","Gold","29","2","3","2","34516.0","2517","31999.0","6782","67","0.073","1"
"713399583","1","49","M","2","Unknown","Married","$80K - $120K","Blue","39","2","3","4","29865.0","2097","27768.0","8636","74","0.07","0"
"713405133","0","51","M","2","College","Married","$120K +","Blue","43","5","2","3","5232.0","1923","3309.0","4976","93","0.368","1"
"713422083","1","30","F","0","Graduate","Single","Less than $40K","Blue","36","5","3","3","1574.0","0","1574.0","2560","59","0.0","1"
"713425383","1","59","F","1","High School","Single","Less than $40K","Blue","46","2","3","2","7484.0","1939","5545.0","4923","56","0.259","1"
"713435058","0","49","F","5","High School","Divorced","Less than $40K","Blue","42","5","2","3","1972.0","1489","483.0","4715","66","0.755","1"
"713437008","1","40","F","3","Graduate","Married","Unknown","Blue","25","1","2","3","6888.0","1878","5010.0","9038","64","0.273","1"
"713442933","0","49","M","3","Unknown","Married","$40K - $60K","Blue","32","4","3","3","3114.0","2208","906.0","5219","86","0.709","1"
"713444058","0","45","M","1","Unknown","Divorced","$40K - $60K","Silver","31","3","1","1","17437.0","2225","15212.0","3381","51","0.128","1"
"713455233","0","48","M","3","Graduate","Married","$80K - $120K","Blue","37","5","2","1","34516.0","1416","33100.0","4026","65","0.041","0"
"713460258","0","45","F","0","Doctorate","Married","$40K - $60K","Silver","36","1","1","3","19107.0","933","18174.0","8987","89","0.049","1"
"713461533","0","54","M","3","Graduate","Single","$80K - $120K","Blue","38","4","2","1","29200.0","1310","27890.0","3042","73","0.045","1"
"713462508","0","55","F","2","Graduate","Married","Unknown","Blue","41","1","1","1","3591.0","1760","1831.0","13289","121","0.49","0"
"713463708","1","40","F","4","Graduate","Single","Less than $40K","Blue","25","4","2","3","1438.3","0","1438.3","2493","42","0.0","1"
"713466033","1","39","F","2","Graduate","Divorced","Less than $40K","Blue","36","5","2","3","2092.0","0","2092.0","2015","33","0.0","1"
"713469333","0","40","M","2","High School","Single","$80K - $120K","Blue","28","6","2","4","19279.0","1427","17852.0","1777","56","0.074","1"
"713474733","1","51","M","2","Graduate","Single","$80K - $120K","Blue","31","5","3","2","1438.3","327","1111.3","1783","40","0.227","1"
"713475633","0","40","M","5","Unknown","Single","$120K +","Silver","31","1","3","3","34516.0","2203","32313.0","14204","96","0.064","1"
"713480583","0","46","F","3","High School","Married","Unknown","Blue","36","5","2","2","4668.0","0","4668.0","1612","47","0.0","0"
"713484483","0","36","F","4","Uneducated","Single","Unknown","Silver","21","3","1","2","34516.0","907","33609.0","2298","55","0.026","1"
"713492583","1","34","F","2","Graduate","Married","Less than $40K","Blue","29","5","2","2","5845.0","0","5845.0","2308","35","0.0","1"
"713512308","1","50","F","0","Graduate","Single","Less than $40K","Blue","41","2","3","1","3423.0","0","3423.0","2229","45","0.0","1"
"713514633","1","59","M","2","Graduate","Single","$60K - $80K","Blue","50","2","4","2","6224.0","0","6224.0","8291","69","0.0","1"
"713516433","0","36","F","3","College","Single","Less than $40K","Blue","36","6","1","0","5383.0","737","4646.0","2934","80","0.137","1"
"713526258","1","47","M","3","Uneducated","Single","$120K +","Blue","36","3","3","4","34516.0","0","34516.0","2020","33","0.0","1"
"713530833","1","58","M","2","Graduate","Married","$40K - $60K","Blue","48","2","3","3","4085.0","2238","1847.0","596","15","0.548","0"
"713542008","0","48","F","3","High School","Unknown","Less than $40K","Blue","37","1","2","3","1438.3","0","1438.3","4236","83","0.0","1"
"713550483","0","45","M","4","Graduate","Unknown","$60K - $80K","Blue","33","1","5","1","8670.0","1930","6740.0","13767","96","0.223","1"
"713555133","1","56","F","3","High School","Unknown","Less than $40K","Blue","44","4","3","2","1667.0","595","1072.0","2424","40","0.357","1"
"713564208","0","34","F","1","Graduate","Unknown","Less than $40K","Blue","23","4","1","1","2207.0","1527","680.0","4159","64","0.692","1"
"713569158","1","43","F","3","High School","Single","$40K - $60K","Blue","34","1","3","2","1654.0","1474","180.0","2086","47","0.891","0"
